1.99744473071415	1.25844854178239	0.23088116842366	0.181445972003343	0.366693163150593	0.665578587723053	1.01173527522745	0.986112494452148	0.896818370171127	0.227307363604109	0.290147859488682	0.257084595667431	0.240106833117461	0.141424256411928	0.073925645066079	0.036967591277059
0.793687464544361	3.36751738745172	1.07622623504963	0.294435223665504	0.156696462427624	0.393545590336654	0.561177011326545	0.977126345777101	1.27564831741886	0.675944309401964	0.175437952223859	0.186570484180757	0.178175800581025	0.124542481959508	0.049231548112034	0.038591557089024
0.182897417866392	1.29713616794867	5.78983583071942	1.3102948728865	0.316427030588237	0.260043327258393	0.479537350597838	0.512222855791189	0.640318433446189	0.964413100936542	0.226196029298963	0.140463168347163	0.166621469344644	0.096089167029574	0.056834727304705	0.052024310483644
0.089974131410671	0.295266118350817	2.00196533755304	7.34239645780358	1.76494007244487	0.748344674233857	0.573852750983563	0.664001073762537	0.820934357949303	0.987021729430749	0.460808276694757	0.256850018912953	0.149796867712655	0.05701576566614	0.028252552095214	0.019939581271596
0.139646392788302	0.152982033295489	0.269644531092397	1.98096227134769	3.87982130544139	1.84256427133706	1.12121446943841	1.02344689798968	0.85363772912309	0.901518596565958	0.854523617717726	0.42528932393334	0.10746525172047	0.049414452911336	0.044960470191056	0.037618990676887
0.229739804412687	0.120039392338149	0.158719170510576	0.734813992966927	1.83270394801719	3.55868929010208	2.14181090158335	1.41399633413875	1.11447847606737	0.882524686071375	0.850798450510104	0.388379781959107	0.122328226411692	0.0490182466017	0.025466199119389	0.013853193181327
0.747151945166545	0.43524470323675	0.322295595343937	0.381838512485074	0.945029050187567	1.70980735373387	2.36552504077887	1.67479872959937	1.22742597089838	1.01345150352085	0.781617816672227	0.587972688407026	0.228119648920323	0.086735501051992	0.036444117946238	0.036005458858075
0.714489670106273	1.01170323199006	0.492575983398501	0.531102380961504	0.697871896796398	1.26615715430179	1.56129071515898	2.55401683503957	2.20285225596461	1.15799396168537	0.86186320440851	0.469329060851324	0.245353544049043	0.139271034763439	0.068332986891246	0.028754250118315
0.310639773432796	0.613579339055762	0.970603053866622	0.792624596636921	0.975411382938904	1.11401625036771	1.61358658424763	1.62668879560075	2.23284979670008	1.5931869475979	1.00176594554021	0.391963009135988	0.195776809912329	0.096492176811915	0.085307224769183	0.027514417171888
0.156838768736428	0.25169703485452	0.644883230837078	1.17068273878998	1.03508917018907	0.913972317600185	1.10067407532493	1.29440101130684	1.29622311412943	1.98840215628879	0.994471301692646	0.500409978857157	0.175782295247943	0.084356250724421	0.062541973180051	0.051347572235983
0.205597723497692	0.287538234881721	0.40465580747019	0.915039685568534	0.97983326347863	1.16947674517042	1.07389408313497	1.13370320968424	1.48410626942228	1.66142151264397	2.13530534846383	1.01060798145698	0.317705724140014	0.12672930908621	0.094813613152557	0.050031242214863
0.135435338657215	0.169725582652413	0.280277958462346	0.35456727297359	0.490668410896708	0.860243131979803	1.01090620765014	0.946795428917526	1.03955086703065	0.817473005618881	1.06530294976699	1.51080787291699	0.810369493125358	0.223864124749354	0.088022352682463	0.079622422289018
0.087482625602195	0.099247127838397	0.111490960522553	0.176462362744897	0.341286294309621	0.463227412067408	0.490170147293602	0.600921387922672	0.55377362637827	0.510819963346826	0.524163075423867	0.671175963046566	0.99830700143117	0.435658745964632	0.164225085988788	0.073290066115378
0.06635711563705	0.098064487733751	0.060392915476672	0.08908156905831	0.168365980479831	0.260175836861378	0.332302784415857	0.425822586717037	0.425678812818376	0.260233022165144	0.30989355674729	0.417915832039629	0.388584933670446	0.821689242850457	0.249549095846185	0.09620296473167
0.020637330671342	0.046368580620418	0.066148616897853	0.130051649657918	0.128566181819039	0.15540399164121	0.160523268451701	0.2299638609915	0.275770284236759	0.231982114999729	0.208909494383168	0.219240254050941	0.368434652453248	0.41007513060914	0.661918335991091	0.238269948772062
0.03385767098039	0.040736168875463	0.053389281823713	0.03496173089101	0.060737544897578	0.081807625121524	0.15283038784533	0.125472468122049	0.12265487049373	0.167598234897795	0.132477515013529	0.136288697716964	0.133789938937582	0.170016314657888	0.154504541045184	0.367343872357689

